date,ticker,horizon,screening_profile,validation_bucket,high_probability_score,calibrated_win_probability,signal_score,point_in_time_universe_member,forward_return_5d,forward_return_20d,forward_return_60d
2025-11-03,TJX,long,default,early_watchlist,58.54,0.7981,53.91,False,0.0449398394527176,0.0715272825880641,0.0700272301191236
2025-12-02,TJX,short,default,early_watchlist,58.87,0.606,41.41,False,0.0243966759268099,0.0239300359282099,0.0691385487925844
2025-12-02,TJX,medium,default,early_watchlist,62.35,0.7823,51.22,False,0.0243966759268099,0.0239300359282099,0.0691385487925844
2025-12-02,TJX,long,default,early_watchlist,66.66,0.8436,56.69,False,0.0243966759268099,0.0239300359282099,0.0691385487925844
2025-12-31,TJX,short,default,filtered_out,41.07,0.5648,37.3,False,0.0302063866559409,-0.0247379752866103,0.0170590528662737
2025-12-31,TJX,medium,default,early_watchlist,55.21,0.7632,47.78,False,0.0302063866559409,-0.0247379752866103,0.0170590528662737
2025-12-31,TJX,long,default,early_watchlist,60.48,0.8276,56.4,False,0.0302063866559409,-0.0247379752866103,0.0170590528662737
2026-01-30,TJX,short,default,filtered_out,39.16,0.4824,34.5,False,0.0403844642313466,0.0706373554347081,0.0522958541886415
2026-01-30,TJX,medium,default,early_watchlist,45.61,0.7418,42.78,False,0.0403844642313466,0.0706373554347081,0.0522958541886415
2026-01-30,TJX,long,default,early_watchlist,62.4,0.8315,52.02,False,0.0403844642313466,0.0706373554347081,0.0522958541886415
2026-03-02,TJX,short,default,early_watchlist,56.03,0.5248,42.32,False,-0.0112542507337565,-0.0259472790326742,-0.0151040314682556
2026-03-02,TJX,medium,default,early_watchlist,62.7,0.7822,49.01,False,-0.0112542507337565,-0.0259472790326742,-0.0151040314682556
2026-03-02,TJX,long,default,early_watchlist,67.28,0.849,54.24,False,-0.0112542507337565,-0.0259472790326742,-0.0151040314682556
2026-03-30,TJX,short,default,filtered_out,38.3,0.3831,34.5,False,0.0114898794981113,0.0090507355116744,-0.0005885115355237
2026-03-30,TJX,medium,default,filtered_out,42.41,0.575,40.22,False,0.0114898794981113,0.0090507355116744,-0.0005885115355237
2026-03-30,TJX,long,default,early_watchlist,61.22,0.8291,48.5,False,0.0114898794981113,0.0090507355116744,-0.0005885115355237
2025-03-17,ORLY,short,default,early_watchlist,55.6,0.05,36.6,False,0.0109422632778772,0.0491175928243312,0.0016024394774527
2025-03-17,ORLY,medium,default,early_watchlist,58.56,0.3625,48.78,False,0.0109422632778772,0.0491175928243312,0.0016024394774527
2025-03-17,ORLY,long,default,early_watchlist,62.57,0.6391,55.3,False,0.0109422632778772,0.0491175928243312,0.0016024394774527
2025-04-14,ORLY,short,default,early_watchlist,57.2,0.3479,46.5,False,-0.0146089797683474,-0.0660444356400518,-0.0282137894267661
2025-04-14,ORLY,medium,default,early_watchlist,59.74,0.4534,52.39,False,-0.0146089797683474,-0.0660444356400518,-0.0282137894267661
2025-04-14,ORLY,long,default,early_watchlist,62.61,0.308,59.51,False,-0.0146089797683474,-0.0660444356400518,-0.0282137894267661
2025-05-13,ORLY,short,default,filtered_out,40.5,0.3673,38.16,False,0.0495306171925131,0.0222214501176034,0.1734934096827349
2025-05-13,ORLY,medium,default,filtered_out,40.26,0.277,43.02,False,0.0495306171925131,0.0222214501176034,0.1734934096827349
2025-05-13,ORLY,long,default,early_watchlist,54.71,0.2846,47.81,False,0.0495306171925131,0.0222214501176034,0.1734934096827349
2025-06-11,ORLY,short,default,filtered_out,39.33,0.3654,34.5,False,-0.0187757182679367,0.0178869078118097,0.1820908676887054
